source_id,activity_id,experiment_id,variant_label,variable,grid_label,filenum,filename,filesize,download_url,opendap_url
E3SM-2-0,CMIP,1pctCO2,r1i1p1f1,tas,gr,1/3,tas_Amon_E3SM-2-0_1pctCO2_r1i1p1f1_gr_000101-005012.nc,110803633,https://esgf-data2.llnl.gov/thredds/fileServer/user_pub_work/CMIP6/CMIP/E3SM-Project/E3SM-2-0/1pctCO2/r1i1p1f1/Amon/tas/gr/v20220825/tas_Amon_E3SM-2-0_1pctCO2_r1i1p1f1_gr_000101-005012.nc|http://esgf-data04.diasjp.net/thredds/fileServer/esg_dataroot/CMIP6/CMIP/E3SM-Project/E3SM-2-0/1pctCO2/r1i1p1f1/Amon/tas/gr/v20220825/tas_Amon_E3SM-2-0_1pctCO2_r1i1p1f1_gr_000101-005012.nc,https://esgf-data2.llnl.gov/thredds/dodsC/user_pub_work/CMIP6/CMIP/E3SM-Project/E3SM-2-0/1pctCO2/r1i1p1f1/Amon/tas/gr/v20220825/tas_Amon_E3SM-2-0_1pctCO2_r1i1p1f1_gr_000101-005012.nc|http://esgf-data04.diasjp.net/thredds/dodsC/esg_dataroot/CMIP6/CMIP/E3SM-Project/E3SM-2-0/1pctCO2/r1i1p1f1/Amon/tas/gr/v20220825/tas_Amon_E3SM-2-0_1pctCO2_r1i1p1f1_gr_000101-005012.nc
E3SM-2-0,CMIP,1pctCO2,r1i1p1f1,tas,gr,2/3,tas_Amon_E3SM-2-0_1pctCO2_r1i1p1f1_gr_005101-010012.nc,110440652,https://esgf-data2.llnl.gov/thredds/fileServer/user_pub_work/CMIP6/CMIP/E3SM-Project/E3SM-2-0/1pctCO2/r1i1p1f1/Amon/tas/gr/v20220825/tas_Amon_E3SM-2-0_1pctCO2_r1i1p1f1_gr_005101-010012.nc|http://esgf-data04.diasjp.net/thredds/fileServer/esg_dataroot/CMIP6/CMIP/E3SM-Project/E3SM-2-0/1pctCO2/r1i1p1f1/Amon/tas/gr/v20220825/tas_Amon_E3SM-2-0_1pctCO2_r1i1p1f1_gr_005101-010012.nc,https://esgf-data2.llnl.gov/thredds/dodsC/user_pub_work/CMIP6/CMIP/E3SM-Project/E3SM-2-0/1pctCO2/r1i1p1f1/Amon/tas/gr/v20220825/tas_Amon_E3SM-2-0_1pctCO2_r1i1p1f1_gr_005101-010012.nc|http://esgf-data04.diasjp.net/thredds/dodsC/esg_dataroot/CMIP6/CMIP/E3SM-Project/E3SM-2-0/1pctCO2/r1i1p1f1/Amon/tas/gr/v20220825/tas_Amon_E3SM-2-0_1pctCO2_r1i1p1f1_gr_005101-010012.nc
E3SM-2-0,CMIP,1pctCO2,r1i1p1f1,tas,gr,3/3,tas_Amon_E3SM-2-0_1pctCO2_r1i1p1f1_gr_010101-015012.nc,110084595,https://esgf-data2.llnl.gov/thredds/fileServer/user_pub_work/CMIP6/CMIP/E3SM-Project/E3SM-2-0/1pctCO2/r1i1p1f1/Amon/tas/gr/v20220825/tas_Amon_E3SM-2-0_1pctCO2_r1i1p1f1_gr_010101-015012.nc|http://esgf-data04.diasjp.net/thredds/fileServer/esg_dataroot/CMIP6/CMIP/E3SM-Project/E3SM-2-0/1pctCO2/r1i1p1f1/Amon/tas/gr/v20220825/tas_Amon_E3SM-2-0_1pctCO2_r1i1p1f1_gr_010101-015012.nc,https://esgf-data2.llnl.gov/thredds/dodsC/user_pub_work/CMIP6/CMIP/E3SM-Project/E3SM-2-0/1pctCO2/r1i1p1f1/Amon/tas/gr/v20220825/tas_Amon_E3SM-2-0_1pctCO2_r1i1p1f1_gr_010101-015012.nc|http://esgf-data04.diasjp.net/thredds/dodsC/esg_dataroot/CMIP6/CMIP/E3SM-Project/E3SM-2-0/1pctCO2/r1i1p1f1/Amon/tas/gr/v20220825/tas_Amon_E3SM-2-0_1pctCO2_r1i1p1f1_gr_010101-015012.nc
E3SM-2-0,CMIP,abrupt-4xCO2,r1i1p1f1,areacella,gr,1/1,areacella_fx_E3SM-2-0_abrupt-4xCO2_r1i1p1f1_gr.nc,52178,https://esgf-data2.llnl.gov/thredds/fileServer/user_pub_work/CMIP6/CMIP/E3SM-Project/E3SM-2-0/abrupt-4xCO2/r1i1p1f1/fx/areacella/gr/v20220913/areacella_fx_E3SM-2-0_abrupt-4xCO2_r1i1p1f1_gr.nc|http://esgf-data04.diasjp.net/thredds/fileServer/esg_dataroot/CMIP6/CMIP/E3SM-Project/E3SM-2-0/abrupt-4xCO2/r1i1p1f1/fx/areacella/gr/v20220913/areacella_fx_E3SM-2-0_abrupt-4xCO2_r1i1p1f1_gr.nc,https://esgf-data2.llnl.gov/thredds/dodsC/user_pub_work/CMIP6/CMIP/E3SM-Project/E3SM-2-0/abrupt-4xCO2/r1i1p1f1/fx/areacella/gr/v20220913/areacella_fx_E3SM-2-0_abrupt-4xCO2_r1i1p1f1_gr.nc|http://esgf-data04.diasjp.net/thredds/dodsC/esg_dataroot/CMIP6/CMIP/E3SM-Project/E3SM-2-0/abrupt-4xCO2/r1i1p1f1/fx/areacella/gr/v20220913/areacella_fx_E3SM-2-0_abrupt-4xCO2_r1i1p1f1_gr.nc
E3SM-2-0,CMIP,abrupt-4xCO2,r1i1p1f1,rlut,gr,1/3,rlut_Amon_E3SM-2-0_abrupt-4xCO2_r1i1p1f1_gr_000101-005012.nc,122213040,https://esgf-data2.llnl.gov/thredds/fileServer/user_pub_work/CMIP6/CMIP/E3SM-Project/E3SM-2-0/abrupt-4xCO2/r1i1p1f1/Amon/rlut/gr/v20220826/rlut_Amon_E3SM-2-0_abrupt-4xCO2_r1i1p1f1_gr_000101-005012.nc|http://esgf-data04.diasjp.net/thredds/fileServer/esg_dataroot/CMIP6/CMIP/E3SM-Project/E3SM-2-0/abrupt-4xCO2/r1i1p1f1/Amon/rlut/gr/v20220826/rlut_Amon_E3SM-2-0_abrupt-4xCO2_r1i1p1f1_gr_000101-005012.nc,https://esgf-data2.llnl.gov/thredds/dodsC/user_pub_work/CMIP6/CMIP/E3SM-Project/E3SM-2-0/abrupt-4xCO2/r1i1p1f1/Amon/rlut/gr/v20220826/rlut_Amon_E3SM-2-0_abrupt-4xCO2_r1i1p1f1_gr_000101-005012.nc|http://esgf-data04.diasjp.net/thredds/dodsC/esg_dataroot/CMIP6/CMIP/E3SM-Project/E3SM-2-0/abrupt-4xCO2/r1i1p1f1/Amon/rlut/gr/v20220826/rlut_Amon_E3SM-2-0_abrupt-4xCO2_r1i1p1f1_gr_000101-005012.nc
E3SM-2-0,CMIP,abrupt-4xCO2,r1i1p1f1,rlut,gr,2/3,rlut_Amon_E3SM-2-0_abrupt-4xCO2_r1i1p1f1_gr_005101-010012.nc,122161140,https://esgf-data2.llnl.gov/thredds/fileServer/user_pub_work/CMIP6/CMIP/E3SM-Project/E3SM-2-0/abrupt-4xCO2/r1i1p1f1/Amon/rlut/gr/v20220826/rlut_Amon_E3SM-2-0_abrupt-4xCO2_r1i1p1f1_gr_005101-010012.nc|http://esgf-data04.diasjp.net/thredds/fileServer/esg_dataroot/CMIP6/CMIP/E3SM-Project/E3SM-2-0/abrupt-4xCO2/r1i1p1f1/Amon/rlut/gr/v20220826/rlut_Amon_E3SM-2-0_abrupt-4xCO2_r1i1p1f1_gr_005101-010012.nc,https://esgf-data2.llnl.gov/thredds/dodsC/user_pub_work/CMIP6/CMIP/E3SM-Project/E3SM-2-0/abrupt-4xCO2/r1i1p1f1/Amon/rlut/gr/v20220826/rlut_Amon_E3SM-2-0_abrupt-4xCO2_r1i1p1f1_gr_005101-010012.nc|http://esgf-data04.diasjp.net/thredds/dodsC/esg_dataroot/CMIP6/CMIP/E3SM-Project/E3SM-2-0/abrupt-4xCO2/r1i1p1f1/Amon/rlut/gr/v20220826/rlut_Amon_E3SM-2-0_abrupt-4xCO2_r1i1p1f1_gr_005101-010012.nc
E3SM-2-0,CMIP,abrupt-4xCO2,r1i1p1f1,rlut,gr,3/3,rlut_Amon_E3SM-2-0_abrupt-4xCO2_r1i1p1f1_gr_010101-015012.nc,122162537,https://esgf-data2.llnl.gov/thredds/fileServer/user_pub_work/CMIP6/CMIP/E3SM-Project/E3SM-2-0/abrupt-4xCO2/r1i1p1f1/Amon/rlut/gr/v20220826/rlut_Amon_E3SM-2-0_abrupt-4xCO2_r1i1p1f1_gr_010101-015012.nc|http://esgf-data04.diasjp.net/thredds/fileServer/esg_dataroot/CMIP6/CMIP/E3SM-Project/E3SM-2-0/abrupt-4xCO2/r1i1p1f1/Amon/rlut/gr/v20220826/rlut_Amon_E3SM-2-0_abrupt-4xCO2_r1i1p1f1_gr_010101-015012.nc,https://esgf-data2.llnl.gov/thredds/dodsC/user_pub_work/CMIP6/CMIP/E3SM-Project/E3SM-2-0/abrupt-4xCO2/r1i1p1f1/Amon/rlut/gr/v20220826/rlut_Amon_E3SM-2-0_abrupt-4xCO2_r1i1p1f1_gr_010101-015012.nc|http://esgf-data04.diasjp.net/thredds/dodsC/esg_dataroot/CMIP6/CMIP/E3SM-Project/E3SM-2-0/abrupt-4xCO2/r1i1p1f1/Amon/rlut/gr/v20220826/rlut_Amon_E3SM-2-0_abrupt-4xCO2_r1i1p1f1_gr_010101-015012.nc
E3SM-2-0,CMIP,abrupt-4xCO2,r1i1p1f1,rsdt,gr,1/3,rsdt_Amon_E3SM-2-0_abrupt-4xCO2_r1i1p1f1_gr_000101-005012.nc,104918238,https://esgf-data2.llnl.gov/thredds/fileServer/user_pub_work/CMIP6/CMIP/E3SM-Project/E3SM-2-0/abrupt-4xCO2/r1i1p1f1/Amon/rsdt/gr/v20220826/rsdt_Amon_E3SM-2-0_abrupt-4xCO2_r1i1p1f1_gr_000101-005012.nc|http://esgf-data04.diasjp.net/thredds/fileServer/esg_dataroot/CMIP6/CMIP/E3SM-Project/E3SM-2-0/abrupt-4xCO2/r1i1p1f1/Amon/rsdt/gr/v20220826/rsdt_Amon_E3SM-2-0_abrupt-4xCO2_r1i1p1f1_gr_000101-005012.nc,https://esgf-data2.llnl.gov/thredds/dodsC/user_pub_work/CMIP6/CMIP/E3SM-Project/E3SM-2-0/abrupt-4xCO2/r1i1p1f1/Amon/rsdt/gr/v20220826/rsdt_Amon_E3SM-2-0_abrupt-4xCO2_r1i1p1f1_gr_000101-005012.nc|http://esgf-data04.diasjp.net/thredds/dodsC/esg_dataroot/CMIP6/CMIP/E3SM-Project/E3SM-2-0/abrupt-4xCO2/r1i1p1f1/Amon/rsdt/gr/v20220826/rsdt_Amon_E3SM-2-0_abrupt-4xCO2_r1i1p1f1_gr_000101-005012.nc
E3SM-2-0,CMIP,abrupt-4xCO2,r1i1p1f1,rsdt,gr,2/3,rsdt_Amon_E3SM-2-0_abrupt-4xCO2_r1i1p1f1_gr_005101-010012.nc,104918685,https://esgf-data2.llnl.gov/thredds/fileServer/user_pub_work/CMIP6/CMIP/E3SM-Project/E3SM-2-0/abrupt-4xCO2/r1i1p1f1/Amon/rsdt/gr/v20220826/rsdt_Amon_E3SM-2-0_abrupt-4xCO2_r1i1p1f1_gr_005101-010012.nc|http://esgf-data04.diasjp.net/thredds/fileServer/esg_dataroot/CMIP6/CMIP/E3SM-Project/E3SM-2-0/abrupt-4xCO2/r1i1p1f1/Amon/rsdt/gr/v20220826/rsdt_Amon_E3SM-2-0_abrupt-4xCO2_r1i1p1f1_gr_005101-010012.nc,https://esgf-data2.llnl.gov/thredds/dodsC/user_pub_work/CMIP6/CMIP/E3SM-Project/E3SM-2-0/abrupt-4xCO2/r1i1p1f1/Amon/rsdt/gr/v20220826/rsdt_Amon_E3SM-2-0_abrupt-4xCO2_r1i1p1f1_gr_005101-010012.nc|http://esgf-data04.diasjp.net/thredds/dodsC/esg_dataroot/CMIP6/CMIP/E3SM-Project/E3SM-2-0/abrupt-4xCO2/r1i1p1f1/Amon/rsdt/gr/v20220826/rsdt_Amon_E3SM-2-0_abrupt-4xCO2_r1i1p1f1_gr_005101-010012.nc
E3SM-2-0,CMIP,abrupt-4xCO2,r1i1p1f1,rsdt,gr,3/3,rsdt_Amon_E3SM-2-0_abrupt-4xCO2_r1i1p1f1_gr_010101-015012.nc,104918685,https://esgf-data2.llnl.gov/thredds/fileServer/user_pub_work/CMIP6/CMIP/E3SM-Project/E3SM-2-0/abrupt-4xCO2/r1i1p1f1/Amon/rsdt/gr/v20220826/rsdt_Amon_E3SM-2-0_abrupt-4xCO2_r1i1p1f1_gr_010101-015012.nc|http://esgf-data04.diasjp.net/thredds/fileServer/esg_dataroot/CMIP6/CMIP/E3SM-Project/E3SM-2-0/abrupt-4xCO2/r1i1p1f1/Amon/rsdt/gr/v20220826/rsdt_Amon_E3SM-2-0_abrupt-4xCO2_r1i1p1f1_gr_010101-015012.nc,https://esgf-data2.llnl.gov/thredds/dodsC/user_pub_work/CMIP6/CMIP/E3SM-Project/E3SM-2-0/abrupt-4xCO2/r1i1p1f1/Amon/rsdt/gr/v20220826/rsdt_Amon_E3SM-2-0_abrupt-4xCO2_r1i1p1f1_gr_010101-015012.nc|http://esgf-data04.diasjp.net/thredds/dodsC/esg_dataroot/CMIP6/CMIP/E3SM-Project/E3SM-2-0/abrupt-4xCO2/r1i1p1f1/Amon/rsdt/gr/v20220826/rsdt_Amon_E3SM-2-0_abrupt-4xCO2_r1i1p1f1_gr_010101-015012.nc
E3SM-2-0,CMIP,abrupt-4xCO2,r1i1p1f1,rsut,gr,1/3,rsut_Amon_E3SM-2-0_abrupt-4xCO2_r1i1p1f1_gr_000101-005012.nc,122761558,https://esgf-data2.llnl.gov/thredds/fileServer/user_pub_work/CMIP6/CMIP/E3SM-Project/E3SM-2-0/abrupt-4xCO2/r1i1p1f1/Amon/rsut/gr/v20220826/rsut_Amon_E3SM-2-0_abrupt-4xCO2_r1i1p1f1_gr_000101-005012.nc|http://esgf-data04.diasjp.net/thredds/fileServer/esg_dataroot/CMIP6/CMIP/E3SM-Project/E3SM-2-0/abrupt-4xCO2/r1i1p1f1/Amon/rsut/gr/v20220826/rsut_Amon_E3SM-2-0_abrupt-4xCO2_r1i1p1f1_gr_000101-005012.nc,https://esgf-data2.llnl.gov/thredds/dodsC/user_pub_work/CMIP6/CMIP/E3SM-Project/E3SM-2-0/abrupt-4xCO2/r1i1p1f1/Amon/rsut/gr/v20220826/rsut_Amon_E3SM-2-0_abrupt-4xCO2_r1i1p1f1_gr_000101-005012.nc|http://esgf-data04.diasjp.net/thredds/dodsC/esg_dataroot/CMIP6/CMIP/E3SM-Project/E3SM-2-0/abrupt-4xCO2/r1i1p1f1/Amon/rsut/gr/v20220826/rsut_Amon_E3SM-2-0_abrupt-4xCO2_r1i1p1f1_gr_000101-005012.nc
